name,address,lon,lat,city
College Park Presbyterian Church,"1540 Mercer AveAtlanta, GA 30337",-84.4394821,33.6645749,Atlanta
Hapeville United Methodist Church,"3510 Atlanta AveAtlanta, GA 30354",-84.4101154,33.6580285,Atlanta
Temple Calvary Baptist Church,"700 Cooper St SWAtlanta, GA 30315",-84.3967666,33.7357482,Atlanta
St Barnabas Anglican Church,"4795 N Peachtree RdAtlanta, GA 30338",-84.2938309,33.9351102,Atlanta
Atlanta Masjid Of Al-Islam,"560 Fayetteville Rd SEAtlanta, GA 30316",-84.3107345,33.7384493,Atlanta
Mount Vernon Presbyterian School,"471 Mount Vernon Hwy NEAtlanta, GA 30328",-84.3716653,33.9241493,Atlanta
Providence Baptist Church,"1773 Hawthorne AveAtlanta, GA 30337",-84.4473581,33.6573288,Atlanta
Church Of Christ Moreland Ave,"671 Moreland Ave SEAtlanta, GA 30316",-84.3494975,33.7358882,Atlanta
St Lukes Episcopal Church,"435 Peachtree St NEAtlanta, GA 30308",-84.3844714,33.7664544,Atlanta
Changing A Generation Full Gospel Baptist Church,"3350 Greenbriar Pkwy SWAtlanta, GA 30331",-84.4988669,33.6832774,Atlanta
The Greater Piney Grove Baptist Church,"1879 Glenwood Ave SEAtlanta, GA 30316",-84.3257312,33.7393195,Atlanta
Simpson St Church of Christ,"800 Joseph E Boone Blvd NWAtlanta, GA 30314",-84.4134093,33.7630234,Atlanta
New Hope Church Of Dunwoody,"5477 Roberts DrAtlanta, GA 30338",-84.3369292,33.9616063,Atlanta
Campus Fellowship,"767 Techwood DriveAtlanta, GA 30313",-84.3916355,33.7756045,Atlanta
Iglesia de Cristo En Doraville,"3545 Chestnut DrAtlanta, GA 30340",-84.2761469,33.8948554,Atlanta
Embry Hills United Methodist Church,"3304 Henderson Mill RdAtlanta, GA 30341",-84.2473795,33.8814175,Atlanta
In Touch Ministry,"3836 Dekalb Technology PkwyAtlanta, GA 30340",-84.266267,33.8885692,Atlanta
The Dream Center,"4209 Northeast ExpyAtlanta, GA 30340",-84.2528205,33.89477,Atlanta
Body Of Christ Church International USA,"3650 Flat Shoals RdAtlanta, GA 30349",-84.5088753,33.5792709,Atlanta
Calvary Assembly Of God,"5067 Chamblee Dunwoody RdAtlanta, GA 30338",-84.3245394,33.9376999,Atlanta
Discover Life Church Atlanta,"2197 Peeler RdAtlanta, GA 30338",-84.3049322,33.934755,Atlanta
West Side Community C M E Church,"2114 Martin Luther King Jr Dr SWAtlanta, GA 30310",-84.4571788,33.7499816,Atlanta
St John's Episcopal Church,"3480 Main StAtlanta, GA 30337",-84.446425,33.660646,Atlanta
Cross & Crown Lutheran Church Elca,"4276 Chamblee Dunwoody RdAtlanta, GA 30341",-84.3157514,33.9148131,Atlanta
Open Door Epc,"3005 Delmar Ln NWAtlanta, GA 30311",-84.4853021,33.7556778,Atlanta
Word of Faith Love Center,"2435 Ben Hill RdAtlanta, GA 30344",-84.4680854,33.6793361,Atlanta
East Point First-Mallalieu,"2651 Church StAtlanta, GA 30344",-84.4421567,33.6830426,Atlanta
First United Methodist Church Of College Park,"3726 Main StAtlanta, GA 30337",-84.4484757,33.6536789,Atlanta
Love Center Christian Academy,"1681 Campbellton Rd SWAtlanta, GA 30311",-84.4423668,33.7118035,Atlanta
I C F Ministries,"3099 Humphries Dr SEAtlanta, GA 30354",-84.3766561,33.6703465,Atlanta
Grant Chapel Ame Church,"1319 Holcomb AveAtlanta, GA 30344",-84.432083,33.674132,Atlanta
Unlimited Deliverance,"2426 Fairburn Rd SWAtlanta, GA 30331",-84.5111176,33.6884811,Atlanta
Atlanta Dream Center Church,"635 Angier Ave NEAtlanta, GA 30308",-84.366568,33.7656398,Atlanta
Saint Anne's Episcopal Church,"3098 Saint Annes Ln NWAtlanta, GA 30327",-84.418923,33.83964,Atlanta
Greater New Light Baptist Church,"2540 Campbellton Rd SWAtlanta, GA 30311",-84.4718745,33.7019973,Atlanta
Zion Hill Baptist Church,"6175 Campbellton Rd SWAtlanta, GA 30331",-84.5896196,33.6952178,Atlanta
Embry Hills Church Of Christ,"3250 Chamblee Tucker RdAtlanta, GA 30341",-84.259445,33.883827,Atlanta
Rosc Ministries,"1817 Hollywood Rd NWAtlanta, GA 30318",-84.4699918,33.8047837,Atlanta
The Church of the Apostles,"3585 Northside Pkwy NWAtlanta, GA 30327",-84.4301497,33.8528428,Atlanta
The Solid Rock Of Atlanta,"3740 Dekalb Technology ParkwayAtlanta, GA 30340",-84.2687838,33.8861293,Atlanta
New Church Of Atlanta,"2845 Amwiler RdAtlanta, GA 30360",-84.2549602,33.926314,Atlanta
Cliftondale United Methodist,"4095 Stonewall Tell Rd. College ParkAtlanta, GA 30349",-84.590242,33.64399,Atlanta
First Baptist Church of Cliftondale,"4005 Stonewall Tell RdAtlanta, GA 30349",-84.5919202,33.6461431,Atlanta
Central Presbyterian Church,"201 Washington St SWAtlanta, GA 30303",-84.3888304,33.7499044,Atlanta
Korean Martyrs Catholic Church,"6003 Buford Hwy NEAtlanta, GA 30340",-84.260885,33.9144303,Atlanta
Fort Street Memorial United Methodist Church,"562 Boulevard NEAtlanta, GA 30308",-84.3722195,33.7694733,Atlanta
Sharon United Methodist Church,"8775 Dunwoody PlAtlanta, GA 30350",-84.3453931,33.9921177,Atlanta
The Hare Krishna Temple,"1315 S Ponce De Leon Ave NEAtlanta, GA 30306",-84.3446125,33.7736204,Atlanta
Victory Outreach Church,"2175 Metropolitan Pkwy SWAtlanta, GA 30315",-84.4091413,33.6945843,Atlanta
Seeds of Faith Ministries,"1581 Fairburn Rd SWAtlanta, GA 30331",-84.507981,33.711696,Atlanta
Iglesia Adventista Del Septimo Dia,"3295 Northcrest RdAtlanta, GA 30340",-84.2475945,33.8861423,Atlanta
Sandy Springs Christian Church,"301 Johnson Ferry Rd NWAtlanta, GA 30328",-84.3913686,33.9360247,Atlanta
Bible Way Ministries,"894 Constitution Rd SEAtlanta, GA 30315",-84.3605994,33.6937038,Atlanta
St Bartholomew's,"1790 Lavista Rd NEAtlanta, GA 30329",-84.328608,33.8175723,Atlanta
Mt Vernon Baptist Church,"441 Martin Luther King Jr Dr NWAtlanta, GA 30313",-84.4015608,33.7549493,Atlanta
Greater Deliverance Baptist Church,"705 Joseph E Lowery Blvd NWAtlanta, GA 30318",-84.4169588,33.773995,Atlanta
First Baptist Church Of Ea,"2813 E Point StAtlanta, GA 30344",-84.44241,33.6785573,Atlanta
First Baptist Church,"650 Mount Vernon Hwy NEAtlanta, GA 30328",-84.364972,33.9285721,Atlanta
Emmaus Road Missionary Baptist Church,"3725 Flat Shoals RdAtlanta, GA 30349",-84.5106499,33.5844343,Atlanta
North Peachtree Baptist Church,"4805 Tilly Mill RdAtlanta, GA 30360",-84.286753,33.9363548,Atlanta
The Catholic Center At Georgia Tech,"172 4th St NWAtlanta, GA 30313",-84.3929893,33.775482,Atlanta
Schoolwest End Church Of Christ,"580 Hopkins St SWAtlanta, GA 30310",-84.430772,33.7378561,Atlanta
West End Presbyterian Church,"1024 Ponce De Leon Ave NEAtlanta, GA 30306",-84.3538352,33.7744553,Atlanta
Southeast Conference United Church Of Christ,"1330 W Peachtree St NWAtlanta, GA 30309",-84.3881835,33.7909373,Atlanta
Ebenezer United Church Inc,"1705 Richmond Ave SEAtlanta, GA 30315",-84.3778404,33.7075982,Atlanta
East Point,"3046 Church StAtlanta, GA 30344",-84.4453621,33.6722849,Atlanta
Bouldercrest Church of Christ,"2727 Bouldercrest Rd SEAtlanta, GA 30316",-84.3299602,33.7186404,Atlanta
Christian Church Buckhead,"300 W Wieuca Rd NE Ste A112Atlanta, GA 30342",-84.3775735,33.8758836,Atlanta
Camp Creek Church Of Christ,"2400 Merk Rd SWAtlanta, GA 30331",-84.5573521,33.6740163,Atlanta
Dial-A-Bible Message,"3250 Chamblee Tucker RdAtlanta, GA 30341",-84.259445,33.883827,Atlanta
Warren Memorial United Methodist Church,"181 Joseph E Lowery Blvd SWAtlanta, GA 30314",-84.4179641,33.749697,Atlanta
Tenth Street United Methodist Church,"425 10th St NWAtlanta, GA 30318",-84.4008953,33.7817601,Atlanta
East Point Ave United Methodist Church,"2792 E Point StAtlanta, GA 30344",-84.4414305,33.6790129,Atlanta
Headland Heights United Meth Church,"2147 Dodson DrAtlanta, GA 30344",-84.4756695,33.6967888,Atlanta
Poplar Springs United Methodist Church,"5555 Old Cascade Rd SWAtlanta, GA 30331",-84.5693918,33.7308785,Atlanta
Sandy Springs United Methodist Church,"86 Mount Vernon Hwy NWAtlanta, GA 30328",-84.384143,33.9235357,Atlanta
Kingswood United Methodist Church,"4896 N Peachtree RdAtlanta, GA 30338",-84.2956258,33.9388744,Atlanta
Siloam Baptist Church,"3695 Roosevelt HwyAtlanta, GA 30349",-84.5109947,33.6198625,Atlanta
Now Faith Apostolic Ministry,"705 Martin St SEAtlanta, GA 30315",-84.3844099,33.7354488,Atlanta
Sacred Heart Church,"353 Peachtree St NEAtlanta, GA 30308",-84.3869831,33.7639447,Atlanta
Abundant Life COGIC,"1280 Benteen Way SEAtlanta, GA 30315",-84.3681559,33.7203102,Atlanta
New Life International Family Church,"1800 Jonesboro Rd SEAtlanta, GA 30315",-84.3775735,33.7047782,Atlanta
Atlanta Boulevard Seventh,"240 Maynard Ter SEAtlanta, GA 30316",-84.3327519,33.7465991,Atlanta
Church Of Jesus Christ Of Later Day Saints Atlanta,"1450 Ponce De Leon Ave NEAtlanta, GA 30307",-84.3395384,33.7751933,Atlanta
Charity Truth Tabernacle Church,"420 New Jersey Ave NWAtlanta, GA 30314",-84.4561947,33.7665594,Atlanta
Elelyon Church,"1130 Old Chattahoochee Ave NWAtlanta, GA 30318",-84.4242829,33.80062,Atlanta
Faith Ame Zion Church,"38 Hamilton E Holmes Dr NWAtlanta, GA 30311",-84.4680854,33.7532551,Atlanta
Calvary New Life Tabernacle,"3342 International Park Dr SEAtlanta, GA 30316",-84.3205527,33.686849,Atlanta
Fellowship of Faith Church International,"2553 Connally DrAtlanta, GA 30344",-84.4713241,33.6954623,Atlanta
Fuller's Memorial Tabernacle Fbh,"269 Fairburn Rd NWAtlanta, GA 30331",-84.5097802,33.7452235,Atlanta
Foster Grace,"3711 Benjamin E Mays Dr SWAtlanta, GA 30331",-84.509072,33.740839,Atlanta
Sword Of The Spirit,"2455 Roosevelt HwyAtlanta, GA 30337",-84.4699713,33.6311543,Atlanta
St James Anglican,"5975 Mitchell RdAtlanta, GA 30328",-84.3892338,33.918121,Atlanta
Salvation Army International Corps,"3771 Central AveAtlanta, GA 30340",-84.2778223,33.9021302,Atlanta
Greater Mt Carmel,"4078 Carver DrAtlanta, GA 30360",-84.2894669,33.9131159,Atlanta
Atlanta North Church,"5123 Chamblee Dunwoody RdAtlanta, GA 30338",-84.325985,33.93862,Atlanta
Glory House World Church,"PO Box 490007Atlanta, GA 30349",-84.5327038,33.620038,Atlanta
Mt Ephraim Baptist Church,"1202 W Marietta St NWAtlanta, GA 30318",-84.4267036,33.7852014,Atlanta
Blue Print Church,"475 Boulevard NEAtlanta, GA 30308",-84.3714961,33.7675175,Atlanta
Luthern Services of Ga,"230 Peachtree St NW  Suite 1100Atlanta, GA 30303",-84.3881026,33.7601712,Atlanta
Christ Church Of Atlanta,"2890 N Fulton Dr NEAtlanta, GA 30305",-84.3784393,33.8334253,Atlanta
New Hope Baptist Church,"236 Richardson St SWAtlanta, GA 30312",-84.3952273,33.7404873,Atlanta
Trinity Center for Spiritual Living,"1095 Zonolite Rd NE Ste 100Atlanta, GA 30306",-84.3447563,33.806703,Atlanta
Cathedral Of St Philip Episcopal The,"2744 Peachtree Rd NWAtlanta, GA 30305",-84.3856497,33.8314983,Atlanta
St Bede's Episcopal Church,"2601 Henderson Mill Rd NEAtlanta, GA 30345",-84.2511746,33.8604571,Atlanta
Ormewood Park Presbyterian Church,"1071 Delaware Ave SEAtlanta, GA 30316",-84.3526029,33.7311498,Atlanta
Druid Hills Child Development Center,"1026 Ponce De Leon Ave NEAtlanta, GA 30306",-84.3538352,33.7744553,Atlanta
Intown Community Church,"2059 Lavista Rd NEAtlanta, GA 30329",-84.3176765,33.8150055,Atlanta
St John The Evangelist Catholic Church,"230 Arnold StAtlanta, GA 30354",-84.398483,33.6558521,Atlanta
St Judes Catholic,"7171 Glenridge DrAtlanta, GA 30328",-84.3625347,33.9498264,Atlanta
Northside United Methodist Church,"2799 Northside Dr NWAtlanta, GA 30305",-84.4058581,33.831052,Atlanta
Peachtree Road United Methodist Church,"3209 Mathieson Dr NEAtlanta, GA 30305",-84.376759,33.84283,Atlanta
Wieuca Rd Baptist Church,"3626 Peachtree Rd NEAtlanta, GA 30326",-84.3587947,33.853959,Atlanta
In The Bible Christian Ministry,"948 Ormewood Ter SEAtlanta, GA 30316",-84.3579429,33.72826,Atlanta
The Real Nation Of Islam,"633 Dill Ave SWAtlanta, GA 30310",-84.4082184,33.7183501,Atlanta
Congregation Beth Jacob,"1855 Lavista Rd NEAtlanta, GA 30329",-84.3259778,33.8159732,Atlanta
Cascade United Methodist Church,"3144 Cascade Rd SWAtlanta, GA 30311",-84.4914906,33.7195239,Atlanta
Agape Church Of God,"3761 Adamsville Dr SWAtlanta, GA 30331",-84.5102602,33.7620106,Atlanta
Buckhead Church,"3336 Peachtree Rd NEAtlanta, GA 30326",-84.3684119,33.8464557,Atlanta
Atlanta Community Ministries,"3525 Piedmont Rd Bldg 5, Suite 705Atlanta, GA 30305",-84.3767112,33.8517243,Atlanta
American Anglican Council,"2296 Henderson Mill Rd NE Ste 206Atlanta, GA 30345",-84.2594038,33.8523226,Atlanta
Pleasant Hills South Missionary,"5445 Buffington RdAtlanta, GA 30349",-84.500632,33.607121,Atlanta
North Atlanta Hispanic,"3554 Strait StAtlanta, GA 30340",-84.281458,33.8944584,Atlanta
Iglesia De Dios,"6765 Peachtree Industrial BlvdAtlanta, GA 30360",-84.2525045,33.9383952,Atlanta
Christ Church Presbyterian,"81 Peachtree Park Dr NEAtlanta, GA 30309",-84.3892749,33.812038,Atlanta
The Church Of Our Saviour,"985 Los Angeles Ave NEAtlanta, GA 30306",-84.3551378,33.7837435,Atlanta
Atlanta City Baptist Rescue Mission,"316 Peters StreetAtlanta, GA 30313",-84.4030261,33.7459756,Atlanta
O'Callaghan Heating & Air Conditioning,"1385 English St NWAtlanta, GA 30318",-84.4201183,33.792364,Atlanta
International Church Inc,"2375 Shallowford Rd NEAtlanta, GA 30345",-84.2813842,33.8575335,Atlanta
International Gourmet Foods Inc,"5550 Fulton Industrial Blvd SWAtlanta, GA 30336",-84.5655386,33.7355103,Atlanta
The Church Of Scientology,"5395 Roswell RdAtlanta, GA 30342",-84.3779114,33.9030467,Atlanta
Kairos Church,"5855 Riverside Dr NWAtlanta, GA 30327",-84.4059451,33.9142718,Atlanta
St Joseph's Maronite Catholic Church,"6025 Glenridge DrAtlanta, GA 30328",-84.363865,33.91986,Atlanta
Masjid Uthma,"11 Dunwoody Park Ste 165Atlanta, GA 30338",-84.3098,33.9238126,Atlanta
Love Missionary Baptist Church,"758 Dill Ave SWAtlanta, GA 30310",-84.4126296,33.718033,Atlanta
Northeast Baptist Church,"4046 Chamblee Tucker RdAtlanta, GA 30340",-84.231069,33.881362,Atlanta
Atlanta Metropolitan Cathedral,"999 Briarcliff Rd NEAtlanta, GA 30306",-84.3430718,33.7813578,Atlanta
Morningside Presbyterian Church,"1411 N Morningside Dr NEAtlanta, GA 30306",-84.3561356,33.7935246,Atlanta
Church Of Christ Chestnut Drive,"3545 Chestnut DrAtlanta, GA 30340",-84.2761469,33.8948554,Atlanta
New Spirit United Methodist,"1380 Donald Lee Hollowell Pkwy NWAtlanta, GA 30318",-84.432883,33.7711479,Atlanta
Reflections Ministries Inc,"3565 Piedmont Rd NEAtlanta, GA 30305",-84.3786001,33.8522449,Atlanta
Ame Sixth District,"250 Williams St NW Ste 2115Atlanta, GA 30303",-84.3914096,33.7615051,Atlanta
Atlanta International Church,"412 Linden Ave NEAtlanta, GA 30308",-84.3737752,33.7701227,Atlanta
Wesley Foundation,"189 4th St NWAtlanta, GA 30313",-84.3933017,33.7761092,Atlanta
United Jewish Communities,"1440 Spring St NWAtlanta, GA 30309",-84.3895321,33.7936888,Atlanta
Zaban's Couples Center,"1605 Peachtree St NEAtlanta, GA 30309",-84.3897033,33.7980232,Atlanta
Congregation Shearith Israel,"1180 University Dr NEAtlanta, GA 30306",-84.3485548,33.7911578,Atlanta
Shepherd Place,"66 Peachtree Park Dr NEAtlanta, GA 30309",-84.3898086,33.8127145,Atlanta
First Apostolic Church,"965 Winburn DrAtlanta, GA 30344",-84.4205974,33.6855643,Atlanta
Buckhead Christian Ministry,"2847 Piedmont Rd NEAtlanta, GA 30305",-84.3675331,33.8324618,Atlanta
Congregation Shaarei Shamayium,"1600 Mount Mariah Rd NEAtlanta, GA 30329",-84.3233306,33.8281411,Atlanta
Kept Outreach Ministries,"1311 Fulton Industrial Blvd NWAtlanta, GA 30336",-84.4991947,33.7882754,Atlanta
Slick Enterprises,"3715 Northside Pkwy NWAtlanta, GA 30327",-84.4301034,33.8573632,Atlanta
Victory Cathedral Cogic,"3704 Campbellton Rd SWAtlanta, GA 30331",-84.510032,33.6899789,Atlanta
Iglesia Cristiana De Restauracion,"3520 Dekalb Technology PkwyAtlanta, GA 30340",-84.2741725,33.8820784,Atlanta
Kingdom Hall Of Jehovah's Witnesses,"4475 Jailette RdAtlanta, GA 30349",-84.5332361,33.6330912,Atlanta
Perimeter Ministries International,"3980 Dekalb Technology PkwyAtlanta, GA 30340",-84.2649863,33.8926397,Atlanta
Iglesia Pentecostal Unida Latinoamericana,"6730 Buford Hwy NEAtlanta, GA 30340",-84.243528,33.926848,Atlanta
Jehovah's Witnesses,"8120 Colquitt RdAtlanta, GA 30350",-84.3480019,33.9768517,Atlanta
Salem Bible Church,"2287 Baker Rd NWAtlanta, GA 30318",-84.463004,33.7702824,Atlanta
Salem Baptist Church,"2283 Baker Rd NWAtlanta, GA 30318",-84.4629194,33.7704285,Atlanta
